scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time
growth,medium,200,exponential,258,10,,4000,1,0,0,3,774,0.1935,0.6
growth,medium,200,exponential,259,11,,4000,1,0,0,3,621,0.15525,0.7
growth,medium,200,exponential,260,12,,4000,1,0,0,3,573,0.14325,0.9
growth,medium,200,exponential,261,13,,4000,1,0,0,3,994,0.2485,0.8
growth,medium,200,exponential,262,14,,4000,1,0,0,3,452,0.113,0.7
growth,medium,200,exponential,263,15,,4000,1,0,0,3,304,0.076,0.6
growth,medium,200,exponential,264,16,,4000,1,0,0,3,549,0.13725,0.5
growth,medium,200,exponential,265,17,,4000,1,0,0,3,460,0.115,0.6
growth,medium,200,exponential,266,18,,4000,1,0,0,3,511,0.12775,0.6
growth,medium,200,exponential,267,19,,4000,1,0,0,3,452,0.113,0.6
growth,medium,200,exponential,268,20,,4000,1,0,0,3,605,0.15125,0.6
growth,short,200,exponential,269,1,,4000,1,0,0,3,467,0.11675,0.6
growth,short,200,exponential,270,2,,4000,1,0,0,3,397,0.09925,0.6
growth,short,200,exponential,271,3,,4000,1,0,0,3,800,0.2,0.6
growth,short,200,exponential,272,4,,4000,1,0,0,3,583,0.14575,0.6
growth,short,200,exponential,273,5,,4000,1,0,0,3,655,0.16375,0.6
growth,short,200,exponential,274,6,,4000,1,0,0,3,361,0.09025,0.5
growth,short,200,exponential,275,7,,4000,1,0,0,3,756,0.189,0.6
growth,short,200,exponential,276,8,,4000,1,0,0,3,586,0.1465,0.6
growth,short,200,exponential,277,9,,4000,1,0,0,3,161,0.04025,0.6
growth,short,200,exponential,278,10,,4000,1,0,0,3,439,0.10975,0.5
growth,short,200,exponential,279,11,,4000,1,0,0,3,716,0.179,0.6
growth,short,200,exponential,280,12,,4000,1,0,0,3,401,0.10025,0.6
growth,short,200,exponential,281,13,,4000,1,0,0,3,773,0.19325,0.6
growth,short,200,exponential,282,14,,4000,1,0,0,3,801,0.20025,0.6
growth,short,200,exponential,283,15,,4000,1,0,0,3,269,0.06725,0.6
growth,short,200,exponential,284,16,,4000,1,0,0,3,576,0.144,0.6
growth,short,200,exponential,285,17,,4000,1,0,0,3,598,0.1495,0.6
growth,short,200,exponential,286,18,,4000,1,0,0,3,734,0.1835,0.6
growth,short,200,exponential,287,19,,4000,1,0,0,3,466,0.1165,0.5
growth,short,200,exponential,288,20,,4000,1,0,0,3,831,0.20775,0.6
stable,long,200,exponential,289,1,,4000,1,0,0,3,445,0.11125,1
stable,long,200,exponential,290,2,,4000,1,0,0,3,457,0.11425,1
stable,long,200,exponential,291,3,,4000,1,0,0,3,821,0.20525,1
stable,long,200,exponential,292,4,,4000,1,0,0,3,378,0.0945,1
stable,long,200,exponential,293,5,,4000,1,0,0,3,758,0.1895,1
stable,long,200,exponential,294,6,,4000,1,0,0,3,956,0.239,1
stable,long,200,exponential,295,7,,4000,1,0,0,3,521,0.13025,1
stable,long,200,exponential,296,8,,4000,1,0,0,3,801,0.20025,1
stable,long,200,exponential,297,9,,4000,1,0,0,3,393,0.09825,1
stable,long,200,exponential,298,10,,4000,1,0,0,3,840,0.21,1
stable,long,200,exponential,299,11,,4000,1,0,0,3,365,0.09125,1
stable,long,200,exponential,300,12,,4000,1,0,0,3,542,0.1355,1
stable,long,200,exponential,301,13,,4000,1,0,0,3,340,0.085,1
stable,long,200,exponential,302,14,,4000,1,0,0,3,431,0.10775,1
stable,long,200,exponential,303,15,,4000,1,0,0,3,239,0.05975,1
stable,long,200,exponential,304,16,,4000,1,0,0,3,834,0.2085,1
stable,long,200,exponential,305,17,,4000,1,0,0,3,747,0.18675,1
stable,long,200,exponential,306,18,,4000,1,0,0,3,792,0.198,1
stable,long,200,exponential,307,19,,4000,1,0,0,3,325,0.08125,0.9
stable,long,200,exponential,308,20,,4000,1,0,0,3,444,0.111,0.9
stable,medium,200,exponential,309,1,,4000,1,0,0,3,1133,0.28325,1
stable,medium,200,exponential,310,2,,4000,1,0,0,3,307,0.07675,1
stable,medium,200,exponential,311,3,,4000,1,0,0,3,197,0.04925,1
stable,medium,200,exponential,312,4,,4000,1,0,0,3,451,0.11275,1
stable,medium,200,exponential,313,5,,4000,1,0,0,3,117,0.02925,0.9
stable,medium,200,exponential,314,6,,4000,1,0,0,3,252,0.063,1
stable,medium,200,exponential,315,7,,4000,1,0,0,3,916,0.229,1
stable,medium,200,exponential,316,8,,4000,1,0,0,3,632,0.158,1
stable,medium,200,exponential,317,9,,4000,1,0,0,3,1046,0.2615,1
stable,medium,200,exponential,318,10,,4000,1,0,0,3,747,0.18675,1
stable,medium,200,exponential,319,11,,4000,1,0,0,3,514,0.1285,1
stable,medium,200,exponential,320,12,,4000,1,0,0,3,586,0.1465,1
stable,medium,200,exponential,321,13,,4000,1,0,0,3,872,0.218,1
stable,medium,200,exponential,322,14,,4000,1,0,0,3,330,0.0825,1
stable,medium,200,exponential,323,15,,4000,1,0,0,3,763,0.19075,0.9
stable,medium,200,exponential,324,16,,4000,1,0,0,3,722,0.1805,1
stable,medium,200,exponential,325,17,,4000,1,0,0,3,739,0.18475,1
stable,medium,200,exponential,326,18,,4000,1,0,0,3,237,0.05925,1
stable,medium,200,exponential,327,19,,4000,1,0,0,3,421,0.10525,1
stable,medium,200,exponential,328,20,,4000,1,0,0,3,410,0.1025,1
stable,short,200,exponential,329,1,,4000,1,0,0,3,417,0.10425,1
stable,short,200,exponential,330,2,,4000,1,0,0,3,242,0.0605,1
stable,short,200,exponential,331,3,,4000,1,0,0,3,1030,0.2575,1
stable,short,200,exponential,332,4,,4000,1,0,0,3,957,0.23925,1
stable,short,200,exponential,333,5,,4000,1,0,0,3,1046,0.2615,1
stable,short,200,exponential,334,6,,4000,1,0,0,3,396,0.099,1
stable,short,200,exponential,335,7,,4000,1,0,0,3,946,0.2365,1
stable,short,200,exponential,336,8,,4000,1,0,0,3,520,0.13,1
stable,short,200,exponential,337,9,,4000,1,0,0,3,736,0.184,0.8
stable,short,200,exponential,338,10,,4000,1,0,0,3,257,0.06425,1
stable,short,200,exponential,339,11,,4000,1,0,0,3,215,0.05375,1
stable,short,200,exponential,340,12,,4000,1,0,0,3,479,0.11975,0.9
stable,short,200,exponential,341,13,,4000,1,0,0,3,467,0.11675,0.9
stable,short,200,exponential,342,14,,4000,1,0,0,3,365,0.09125,1
stable,short,200,exponential,343,15,,4000,1,0,0,3,575,0.14375,0.9
stable,short,200,exponential,344,16,,4000,1,0,0,3,852,0.213,1
stable,short,200,exponential,345,17,,4000,1,0,0,3,1014,0.2535,1
stable,short,200,exponential,346,18,,4000,1,0,0,3,943,0.23575,1
stable,short,200,exponential,347,19,,4000,1,0,0,3,509,0.12725,1
stable,short,200,exponential,348,20,,4000,1,0,0,3,825,0.20625,1
120 days,,834,ebola_case_study,349,,real-time,4000,1,0,0,3,297,0.07425,1.8
120 days,,1032,ebola_case_study,350,,retrospective,4000,1,0,0,3,1167,0.29175,2.6
180 days,,3149,ebola_case_study,351,,real-time,4000,1,0,0,3,791,0.19775,6.2
180 days,,3532,ebola_case_study,352,,retrospective,4000,1,0,0,3,325,0.08125,7.3
240 days,,2399,ebola_case_study,353,,real-time,4000,1,0,0,3,818,0.2045,5
240 days,,2483,ebola_case_study,354,,retrospective,4000,1,0,0,3,408,0.102,5.1
60 days,,401,ebola_case_study,355,,real-time,4000,1,0,0,3,264,0.066,1.2
60 days,,428,ebola_case_study,356,,retrospective,4000,1,0,0,3,688,0.172,1.4
